2158772060	1375334952
1906984307	1375335023
2667821085	1375335031
1914076531	1375335039
1144834942	1375335044
1252278122	1375335049
1372209063	1375335075
2206047554	1375335088
2313401702	1375335131
2768303555	1375335147
1709964087	1375335150
1878674290	1375335155
2003731871	1375335165
1415449201	1375335213
1411967935	1375335246
2490116630	1375335444
2150501993	1375335454
1901960730	1375335464
2707711495	1375335471
3043752097	1375335541
2081942201	1375335565
1273090687	1375335581
1454560380	1375335670
2156208911	1375335725
1709527315	1375335785
1662416400	1375335808
1506231683	1375335901
1404775057	1375335932
2427892391	1375335940
1691614457	1375335953
1420380773	1375336021
1824814777	1375336139
1639082645	1375336183
1252278122	1375336186
1803580952	1375336214
1508682882	1375336249
3134020065	1375336277
1923990393	1375336293
1211622205	1375336346
1872195902	1375336399
1889986151	1375336529
1909000072	1375336550
1044497594	1375336624
1767071012	1375336776
1036007957	1375336794
2739642440	1375336883
2093037220	1375336922
2659300261	1375336945
1168815242	1375336962
1667358853	1375337099
2099739681	1375337250
1847583534	1375337276
2450920752	1375337292
1114224111	1375337400
2420901171	1375337546
1252278122	1375337669
1842701377	1375337707
2330861604	1375337986
2175401914	1375338395
2464394607	1375338589
2617793695	1375338786
2954657481	1375339885
1892904554	1375340389
1039779690	1375340615
2305543080	1375340820
1082645915	1375341123
2102086944	1375343504
1897592564	1375344690
1859756942	1375345187
2572293074	1375345935
1079995172	1375346117
1808986472	1375346836
2632614403	1375347455
1154008424	1375347902
1234528505	1375348160
2113834335	1375348214
2568201317	1375348543
2726737912	1375349559
3505886303	1375350255
1489902265	1375350353
2111910034	1375351222
1218642501	1375351909
1401536394	1375352702
3514145097	1375355454
3224354017	1375356435
1149133123	1375356459
1926131140	1375365113
2378457401	1375366747
1570553395	1375368356
1646206482	1375368548
2901690355	1375368610
2440836302	1375369583
2449879015	1375370743
1961372651	1375383939
2268483752	1375401035
1880833442	1375401049
1686246153	1375402802
3207114251	1375405988
1921346555	1375408409
2440836302	1375419358
2313001442	1375420230
1925775794	1375420486
3207114251	1375430345
2440836302	1375430630
1830653424	1375432329
3220251315	1375446091
2197044157	1375456468
1830233733	1375461084
1838151771	1375462108
1732656851	1375462834
2204074154	1375500910
2698763055	1375504734
2481971671	1376366727
2808451410	1377822460
2809193182	1378866717
