1220291284	1447509887
3576208552	1447509906
1346845270	1447509907
1709117740	1447509908
3310755493	1447509910
1740920843	1447509913
1736418432	1447509914
2234255773	1447509919
2623438537	1447509920
1652545623	1447509921
1700755360	1447509923
2465417855	1447509926
1687779113	1447509931
5362568261	1447509932
1686101151	1447509934
1752086591	1447509936
1913606157	1447509938
3695002037	1447509939
5308288664	1447509940
5370383833	1447509947
2607813771	1447510362
1969451591	1447510363
2676323317	1447510367
3236054954	1447510377
1828327831	1447510377
1724097700	1447510380
1706482640	1447510381
2150224495	1447510387
1656154351	1447510388
1912627933	1447510392
2145672427	1447510402
1691057725	1447510404
1847967445	1447510406
2135745673	1447510406
1922466115	1447510406
2821741621	1447510409
1070413763	1447510411
2646175522	1447510412
1832799277	1447510413
1886297437	1447510414
1728612151	1447510415
1785153525	1447510419
1822687247	1447510432
2804350762	1447510440
5626167758	1447510443
1837410680	1447510448
2865931594	1447510449
1739776221	1447510451
2872927640	1447510454
2000658117	1447510457
1744207803	1447510461
3120010160	1447510474
1919133715	1447510477
2923043882	1447510480
2441804045	1447510490
5075594847	1447510493
2196303462	1447510498
1692302237	1447510501
1059737781	1447510514
1750366791	1447510518
1114037014	1447510525
1644914385	1447510528
1686486941	1447510529
1516097877	1447510534
2135929313	1447510538
1717427015	1447510543
1904437651	1447510545
2137835207	1447510548
1279132563	1447510549
2449884134	1447510550
1931137373	1447510552
1738156671	1447510554
2698202991	1447510557
1763022964	1447510570
1265528640	1447510574
1883517321	1447510574
2994160101	1447510574
5540445944	1447510576
1292500644	1447510576
1723981753	1447510577
1770049327	1447510587
2620389393	1447510592
2548714984	1447510592
1782930977	1447510593
1048757665	1447510599
2009061037	1447510600
1973908243	1447510601
3898268762	1447510602
3545397021	1447510606
1678321462	1447510607
2870899394	1447510611
2652974953	1447510616
1850471572	1447510616
1894761535	1447510620
1678473727	1447510621
3254857023	1447510621
1871652524	1447510622
2710795742	1447510626
3267277283	1447510626
2480604177	1447510630
2384545280	1447510630
3615546512	1447510638
2131460804	1447510639
1706889491	1447510644
3158553667	1447510647
2099906541	1447510648
2259418985	1447510659
1650169137	1447510667
1661344153	1447510670
2130611027	1447510673
1711612500	1447510677
3762393573	1447510679
1774248705	1447510683
3072530977	1447510684
1219343933	1447510687
1739592673	1447510691
3464108320	1447510691
3147520857	1447510692
1737244140	1447510697
1736902162	1447510699
1921430830	1447510701
2484969395	1447510702
